地区名称,预报时间,温度,相对湿度,风向,风力级数,降水量,更新时间
贵州>贵阳>修文,2021/5/10 23:00,23,77,南风,2,0,20210511 230000
贵州>贵阳>开阳,2021/5/10 23:00,21,96,南风,3,0,20210511 230000
贵州>贵阳>白云,2021/5/10 23:00,22,82,东南风,2,0,20210511 230000
贵州>贵阳>息烽,2021/5/10 23:00,20,91,西南风,2,0,20210511 230000
贵州>贵阳>花溪,2021/5/11 0:00,23,86,南风,3,0,20210512 000000
贵州>贵阳>开阳,2021/5/11 0:00,20,96,北风,2,0,20210511 230000
贵州>贵阳>修文,2021/5/11 0:00,22,83,南风,2,0,20210512 000000
贵州>贵阳>息烽,2021/5/11 0:00,20,92,北风,3,0,20210512 000000
贵州>贵阳>白云,2021/5/11 0:00,22,84,南风,2,0,20210512 000000
贵州>贵阳>乌当,2021/5/11 0:00,21,88,西风,1,0,20210512 000000
贵州>贵阳>清镇,2021/5/11 0:00,22,84,南风,2,0,20210512 000000
贵州>贵阳>清镇,2021/5/11 1:00,22,87,南风,2,0,20210512 010000
贵州>贵阳>息烽,2021/5/11 1:00,20,90,西北风,2,0,20210512 010000
贵州>贵阳>修文,2021/5/11 1:00,21,87,西北风,2,0,20210512 010000
贵州>贵阳>开阳,2021/5/11 1:00,18,99,北风,1,0,20210512 010000
贵州>贵阳>乌当,2021/5/11 1:00,22,85,西南风,2,0,20210512 010000
贵州>贵阳>白云,2021/5/11 1:00,22,87,南风,2,0,20210512 010000
贵州>贵阳>花溪,2021/5/11 1:00,22,87,东南风,2,0,20210512 010000
贵州>贵阳>白云,2021/5/11 2:00,21,86,西风,2,0,20210512 020000
贵州>贵阳>息烽,2021/5/11 2:00,19,90,北风,2,0,20210512 020000
贵州>贵阳>开阳,2021/5/11 2:00,18,99,西北风,2,0,20210512 020000
贵州>贵阳>乌当,2021/5/11 2:00,23,83,西南风,2,0,20210512 020000
贵州>贵阳>清镇,2021/5/11 2:00,21,86,西风,2,0,20210512 020000
贵州>贵阳>修文,2021/5/11 2:00,21,87,西北风,2,0,20210512 020000
贵州>贵阳>花溪,2021/5/11 2:00,22,89,南风,3,0,20210512 020000
贵州>贵阳>开阳,2021/5/11 3:00,18,98,西北风,3,4.5,20210512 030000
贵州>贵阳>白云,2021/5/11 3:00,21,86,西风,1,0,20210512 030000
贵州>贵阳>息烽,2021/5/11 3:00,18,93,西风,2,1.3,20210512 030000
贵州>贵阳>清镇,2021/5/11 3:00,21,86,西风,1,0,20210512 030000
贵州>贵阳>乌当,2021/5/11 3:00,22,85,西南风,1,0,20210512 030000
贵州>贵阳>花溪,2021/5/11 3:00,21,91,西北风,1,0,20210512 030000
贵州>贵阳>修文,2021/5/11 3:00,20,88,北风,2,0,20210512 030000
贵州>贵阳>息烽,2021/5/11 4:00,18,96,西南风,1,0,20210512 040000
贵州>贵阳>清镇,2021/5/11 4:00,20,81,西北风,2,0,20210512 040000
贵州>贵阳>开阳,2021/5/11 4:00,17,97,西北风,2,0.1,20210512 040000
贵州>贵阳>乌当,2021/5/11 4:00,22,81,北风,2,0,20210512 040000
贵州>贵阳>白云,2021/5/11 4:00,20,81,西北风,2,0,20210512 040000
贵州>贵阳>修文,2021/5/11 4:00,20,84,北风,2,0,20210512 040000
贵州>贵阳>花溪,2021/5/11 4:00,21,89,西北风,1,0,20210512 040000
贵州>贵阳>乌当,2021/5/11 5:00,21,81,北风,1,0,20210512 050000
贵州>贵阳>修文,2021/5/11 5:00,19,84,西北风,2,0,20210512 050000
贵州>贵阳>息烽,2021/5/11 5:00,18,96,南风,0,0,20210512 050000
贵州>贵阳>白云,2021/5/11 5:00,20,80,北风,2,0,20210512 050000
贵州>贵阳>清镇,2021/5/11 5:00,20,80,北风,2,0,20210512 050000
贵州>贵阳>开阳,2021/5/11 5:00,17,96,西北风,2,0,20210512 050000
贵州>贵阳>花溪,2021/5/11 5:00,21,88,西风,2,0,20210512 050000
贵州>贵阳>白云,2021/5/11 6:00,19,81,北风,2,0,20210512 060000
贵州>贵阳>修文,2021/5/11 6:00,19,86,北风,2,0,20210512 060000
贵州>贵阳>乌当,2021/5/11 6:00,20,81,北风,2,0,20210512 060000
贵州>贵阳>息烽,2021/5/11 6:00,18,96,北风,1,0,20210512 060000
贵州>贵阳>花溪,2021/5/11 6:00,20,84,北风,2,0,20210512 060000
贵州>贵阳>清镇,2021/5/11 6:00,19,81,北风,2,0,20210512 060000
贵州>贵阳>开阳,2021/5/11 6:00,17,96,西北风,3,0,20210512 060000
贵州>贵阳>花溪,2021/5/11 7:00,20,83,东北风,2,0,20210512 070000
贵州>贵阳>清镇,2021/5/11 7:00,19,81,西北风,2,0,20210512 070000
贵州>贵阳>白云,2021/5/11 7:00,19,81,西北风,2,0,20210512 070000
贵州>贵阳>开阳,2021/5/11 7:00,17,96,西北风,3,0,20210512 070000
贵州>贵阳>乌当,2021/5/11 7:00,20,78,东北风,1,0,20210512 070000
贵州>贵阳>修文,2021/5/11 7:00,19,86,北风,2,0,20210512 070000
贵州>贵阳>息烽,2021/5/11 7:00,18,97,西风,1,0,20210512 070000
贵州>贵阳>乌当,2021/5/11 8:00,21,76,北风,2,0,20210512 080000
贵州>贵阳>清镇,2021/5/11 8:00,20,78,北风,2,0,20210512 080000
贵州>贵阳>白云,2021/5/11 8:00,20,78,北风,2,0,20210512 080000
贵州>贵阳>花溪,2021/5/11 8:00,21,79,东北风,2,0,20210512 080000
贵州>贵阳>息烽,2021/5/11 8:00,18,89,西北风,2,0,20210512 080000
贵州>贵阳>开阳,2021/5/11 8:00,17,95,西北风,3,0,20210512 080000
贵州>贵阳>修文,2021/5/11 8:00,19,86,北风,2,0,20210512 080000
贵州>贵阳>清镇,2021/5/11 9:00,26,70,东风,3,0,20210512 090000
贵州>贵阳>开阳,2021/5/11 9:00,20,78,东风,3,0,20210512 090000
贵州>贵阳>乌当,2021/5/11 9:00,26,60,东北风,3,0,20210512 090000
贵州>贵阳>息烽,2021/5/11 9:00,22,62,南风,3,0,20210512 090000
贵州>贵阳>修文,2021/5/11 9:00,22,67,东风,3,0,20210512 090000
贵州>贵阳>白云,2021/5/11 9:00,24,58,东北风,3,0,20210512 090000
贵州>贵阳>花溪,2021/5/11 9:00,26,59,南风,3,0,20210512 090000
贵州>贵阳>乌当,2021/5/11 10:00,26,60,东北风,3,0,20210512 100000
贵州>贵阳>白云,2021/5/11 10:00,24,58,东北风,3,0,20210512 100000
贵州>贵阳>花溪,2021/5/11 10:00,26,59,南风,3,0,20210512 100000
贵州>贵阳>修文,2021/5/11 10:00,22,67,东风,3,0,20210512 100000
贵州>贵阳>清镇,2021/5/11 10:00,26,70,东风,3,0,20210512 100000
贵州>贵阳>息烽,2021/5/11 10:00,22,62,南风,3,0,20210512 100000
贵州>贵阳>开阳,2021/5/11 10:00,20,78,东风,3,0,20210512 100000
贵州>贵阳>开阳,2021/5/11 11:00,20,78,东风,3,0,20210512 110000
贵州>贵阳>乌当,2021/5/11 11:00,26,60,东北风,3,0,20210512 110000
贵州>贵阳>花溪,2021/5/11 11:00,26,59,南风,3,0,20210512 110000
贵州>贵阳>白云,2021/5/11 11:00,24,58,东北风,3,0,20210512 110000
贵州>贵阳>修文,2021/5/11 11:00,22,67,东风,3,0,20210512 110000
贵州>贵阳>清镇,2021/5/11 11:00,26,70,东风,3,0,20210512 110000
贵州>贵阳>息烽,2021/5/11 11:00,22,62,南风,3,0,20210512 110000
贵州>贵阳>修文,2021/5/11 12:00,22,67,东风,3,0,20210512 120000
贵州>贵阳>息烽,2021/5/11 12:00,22,62,南风,3,0,20210512 120000
贵州>贵阳>白云,2021/5/11 12:00,24,58,东北风,3,0,20210512 120000
贵州>贵阳>清镇,2021/5/11 12:00,26,70,东风,3,0,20210512 120000
贵州>贵阳>乌当,2021/5/11 12:00,26,60,东北风,3,0,20210512 120000
贵州>贵阳>花溪,2021/5/11 12:00,26,59,南风,3,0,20210512 120000
贵州>贵阳>开阳,2021/5/11 12:00,20,78,东风,3,0,20210512 120000
贵州>贵阳>息烽,2021/5/11 13:00,22,62,南风,3,0,20210512 130000
贵州>贵阳>花溪,2021/5/11 13:00,26,59,南风,3,0,20210512 130000
贵州>贵阳>开阳,2021/5/11 13:00,20,78,东风,3,0,20210512 130000
贵州>贵阳>乌当,2021/5/11 13:00,26,60,东北风,3,0,20210512 130000
贵州>贵阳>白云,2021/5/11 13:00,24,58,东北风,3,0,20210512 130000
贵州>贵阳>清镇,2021/5/11 13:00,26,70,东风,3,0,20210512 130000
贵州>贵阳>修文,2021/5/11 13:00,22,67,东风,3,0,20210512 130000
贵州>贵阳>清镇,2021/5/11 14:00,24,61,东北风,2,0,20210512 140000
贵州>贵阳>花溪,2021/5/11 14:00,27,53,西风,1,0,20210512 140000
贵州>贵阳>乌当,2021/5/11 14:00,25,58,东北风,2,0,20210512 140000
贵州>贵阳>白云,2021/5/11 14:00,24,61,东北风,2,0,20210512 140000
贵州>贵阳>息烽,2021/5/11 14:00,23,62,北风,3,0,20210512 140000
贵州>贵阳>开阳,2021/5/11 14:00,20,75,西北风,3,0,20210512 140000
贵州>贵阳>修文,2021/5/11 14:00,23,62,西北风,2,0,20210512 140000
贵州>贵阳>乌当,2021/5/11 15:00,26,61,西北风,2,0,20210512 150000
贵州>贵阳>修文,2021/5/11 15:00,25,59,西北风,2,0,20210512 150000
贵州>贵阳>清镇,2021/5/11 15:00,24,60,西北风,2,0,20210512 150000
贵州>贵阳>白云,2021/5/11 15:00,24,60,西北风,2,0,20210512 150000
贵州>贵阳>花溪,2021/5/11 15:00,27,53,北风,2,0,20210512 150000
贵州>贵阳>息烽,2021/5/11 15:00,24,56,北风,3,0,20210512 150000
贵州>贵阳>开阳,2021/5/11 15:00,22,70,北风,3,0,20210512 150000
贵州>贵阳>乌当,2021/5/11 16:00,27,56,东北风,2,0,20210512 160000
贵州>贵阳>修文,2021/5/11 16:00,24,56,东北风,2,0,20210512 160000
贵州>贵阳>开阳,2021/5/11 16:00,22,65,西北风,3,0,20210512 160000
贵州>贵阳>花溪,2021/5/11 16:00,27,53,西北风,2,0,20210512 160000
贵州>贵阳>清镇,2021/5/11 16:00,25,58,北风,2,0,20210512 160000
贵州>贵阳>白云,2021/5/11 16:00,25,58,北风,2,0,20210512 160000
贵州>贵阳>息烽,2021/5/11 16:00,24,57,北风,3,0,20210512 160000
贵州>贵阳>乌当,2021/5/11 17:00,26,55,东北风,2,0,20210512 170000
贵州>贵阳>修文,2021/5/11 17:00,25,57,东北风,2,0,20210512 170000
贵州>贵阳>花溪,2021/5/11 17:00,26,55,东北风,2,0,20210512 170000
贵州>贵阳>白云,2021/5/11 17:00,24,58,北风,2,0,20210512 170000
贵州>贵阳>清镇,2021/5/11 17:00,24,58,北风,2,0,20210512 170000
贵州>贵阳>息烽,2021/5/11 17:00,24,57,西北风,3,0,20210512 170000
贵州>贵阳>开阳,2021/5/11 17:00,22,64,北风,3,0,20210512 170000
贵州>贵阳>白云,2021/5/11 18:00,24,61,东北风,2,0,20210512 180000
贵州>贵阳>修文,2021/5/11 18:00,23,62,东北风,2,0,20210512 180000
贵州>贵阳>开阳,2021/5/11 18:00,21,68,北风,2,0,20210512 180000
贵州>贵阳>清镇,2021/5/11 18:00,24,61,东北风,2,0,20210512 180000
贵州>贵阳>乌当,2021/5/11 18:00,25,62,东北风,3,0,20210512 180000
贵州>贵阳>息烽,2021/5/11 18:00,23,61,北风,3,0,20210512 180000
贵州>贵阳>花溪,2021/5/11 18:00,25,58,东北风,2,0,20210512 180000
贵州>贵阳>清镇,2021/5/11 19:00,22,68,东风,2,0,20210512 190000
贵州>贵阳>开阳,2021/5/11 19:00,21,69,北风,2,0,20210512 190000
贵州>贵阳>花溪,2021/5/11 19:00,24,63,东北风,2,0,20210512 190000
贵州>贵阳>息烽,2021/5/11 19:00,22,65,北风,2,0,20210512 190000
贵州>贵阳>白云,2021/5/11 19:00,22,68,东风,2,0,20210512 190000
贵州>贵阳>乌当,2021/5/11 19:00,24,66,东风,2,0,20210512 190000
贵州>贵阳>修文,2021/5/11 19:00,22,67,东北风,2,0,20210512 190000
贵州>贵阳>花溪,2021/5/11 20:00,23,68,东北风,2,0,20210512 200000
贵州>贵阳>修文,2021/5/11 20:00,21,72,东北风,2,0,20210512 200000
贵州>贵阳>乌当,2021/5/11 20:00,23,69,东北风,2,0,20210512 200000
贵州>贵阳>白云,2021/5/11 20:00,21,72,东北风,2,0,20210512 200000
贵州>贵阳>开阳,2021/5/11 20:00,20,77,北风,1,0,20210512 200000
贵州>贵阳>息烽,2021/5/11 20:00,21,69,东风,2,0,20210512 200000
贵州>贵阳>清镇,2021/5/11 20:00,21,72,东北风,2,0,20210512 200000
贵州>贵阳>清镇,2021/5/11 21:00,20,74,东北风,2,0,20210512 210000
贵州>贵阳>修文,2021/5/11 21:00,20,77,东风,2,0,20210512 210000
贵州>贵阳>开阳,2021/5/11 21:00,19,82,北风,2,0,20210512 210000
贵州>贵阳>花溪,2021/5/11 21:00,22,74,东北风,3,0.1,20210512 210000
贵州>贵阳>乌当,2021/5/11 21:00,22,69,东北风,2,0,20210512 210000
贵州>贵阳>白云,2021/5/11 21:00,20,74,东北风,2,0,20210512 200000
贵州>贵阳>息烽,2021/5/11 21:00,21,70,北风,2,0,20210512 210000
贵州>贵阳>清镇,2021/5/11 22:00,20,73,北风,2,0,20210512 220000
贵州>贵阳>白云,2021/5/11 22:00,20,73,北风,2,0,20210512 220000
贵州>贵阳>花溪,2021/5/11 22:00,20,92,北风,1,1.1,20210512 220000
贵州>贵阳>息烽,2021/5/11 22:00,20,80,西风,2,0,20210512 220000
贵州>贵阳>乌当,2021/5/11 22:00,21,79,东风,1,0,20210512 220000
贵州>贵阳>修文,2021/5/11 22:00,20,79,北风,2,0,20210512 220000
贵州>贵阳>开阳,2021/5/11 22:00,19,79,北风,2,0,20210512 220000
贵州>贵阳>息烽,2021/5/11 23:00,19,88,东风,2,0.3,20210512 230000
贵州>贵阳>清镇,2021/5/11 23:00,20,74,东北风,3,0,20210512 230000
贵州>贵阳>乌当,2021/5/11 23:00,21,75,北风,2,0,20210512 230000
贵州>贵阳>花溪,2021/5/11 23:00,20,84,东北风,3,0.5,20210512 230000
贵州>贵阳>修文,2021/5/11 23:00,18,90,东风,3,0.5,20210512 230000
贵州>贵阳>开阳,2021/5/11 23:00,18,84,西风,1,0.4,20210512 230000
贵州>贵阳>白云,2021/5/11 23:00,20,74,东北风,3,0,20210512 230000
贵州>贵阳>息烽,2021/5/12 0:00,18,95,西风,1,0.2,20210513 000000
贵州>贵阳>乌当,2021/5/12 0:00,21,74,东北风,1,0,20210513 000000
贵州>贵阳>修文,2021/5/12 0:00,18,92,北风,2,3.6,20210513 000000
贵州>贵阳>花溪,2021/5/12 0:00,19,88,南风,2,0.9,20210513 000000
贵州>贵阳>开阳,2021/5/12 0:00,17,93,西风,2,1,20210513 000000
贵州>贵阳>清镇,2021/5/12 0:00,18,86,东风,1,0.5,20210513 000000
贵州>贵阳>白云,2021/5/12 0:00,18,86,东风,1,0.5,20210513 000000
贵州>贵阳>修文,2021/5/12 1:00,17,94,东北风,2,1.1,20210513 010000
贵州>贵阳>花溪,2021/5/12 1:00,18,95,西风,1,1.3,20210513 010000
贵州>贵阳>乌当,2021/5/12 1:00,20,84,北风,2,0.3,20210513 010000
贵州>贵阳>清镇,2021/5/12 1:00,18,89,东北风,2,0.1,20210513 010000
贵州>贵阳>白云,2021/5/12 1:00,18,89,东北风,2,0.1,20210513 010000
贵州>贵阳>息烽,2021/5/12 1:00,18,96,东南风,1,0.7,20210513 010000
贵州>贵阳>开阳,2021/5/12 1:00,17,95,北风,1,0.5,20210513 010000
贵州>贵阳>白云,2021/5/12 2:00,18,91,东风,1,0.1,20210513 020000
贵州>贵阳>清镇,2021/5/12 2:00,18,91,东风,1,0.1,20210513 020000
贵州>贵阳>乌当,2021/5/12 2:00,19,90,东北风,1,0.4,20210513 020000
贵州>贵阳>花溪,2021/5/12 2:00,19,98,东北风,1,2.9,20210513 020000
贵州>贵阳>息烽,2021/5/12 2:00,17,96,东南风,1,0.6,20210513 010000
贵州>贵阳>修文,2021/5/12 2:00,17,94,北风,1,0.2,20210513 020000
贵州>贵阳>开阳,2021/5/12 2:00,17,94,西南风,1,0.1,20210513 020000
贵州>贵阳>开阳,2021/5/12 3:00,17,95,西北风,2,0.3,20210513 030000
贵州>贵阳>息烽,2021/5/12 3:00,17,95,北风,1,0.1,20210513 030000
贵州>贵阳>修文,2021/5/12 3:00,17,95,东北风,3,1.5,20210513 030000
贵州>贵阳>白云,2021/5/12 3:00,18,91,西北风,2,0.8,20210513 030000
贵州>贵阳>花溪,2021/5/12 3:00,19,98,北风,2,0.2,20210513 030000
贵州>贵阳>乌当,2021/5/12 3:00,19,90,北风,2,0.3,20210513 030000
贵州>贵阳>清镇,2021/5/12 3:00,18,91,西北风,2,0.8,20210513 030000
贵州>贵阳>开阳,2021/5/12 4:00,16,98,东南风,2,0.7,20210513 040000
贵州>贵阳>清镇,2021/5/12 4:00,17,93,东北风,2,3,20210513 040000
贵州>贵阳>白云,2021/5/12 4:00,17,93,东北风,2,3,20210513 040000
贵州>贵阳>息烽,2021/5/12 4:00,17,96,西北风,2,0.9,20210513 040000
贵州>贵阳>乌当,2021/5/12 4:00,18,91,东北风,2,5.4,20210513 040000
贵州>贵阳>修文,2021/5/12 4:00,17,95,东北风,1,3.6,20210513 040000
贵州>贵阳>花溪,2021/5/12 4:00,18,97,北风,2,0.5,20210513 040000
贵州>贵阳>清镇,2021/5/12 5:00,17,94,东风,1,1,20210513 050000
贵州>贵阳>乌当,2021/5/12 5:00,18,94,东南风,1,0.6,20210513 050000
贵州>贵阳>息烽,2021/5/12 5:00,17,96,东北风,1,0,20210513 050000
贵州>贵阳>花溪,2021/5/12 5:00,18,97,东北风,2,4.9,20210513 050000
贵州>贵阳>修文,2021/5/12 5:00,16,96,西北风,2,0.9,20210513 050000
贵州>贵阳>白云,2021/5/12 5:00,17,94,东风,1,1,20210513 050000
贵州>贵阳>开阳,2021/5/12 5:00,16,97,北风,1,0.5,20210513 050000
贵州>贵阳>息烽,2021/5/12 6:00,17,96,西南风,1,0,20210513 060000
贵州>贵阳>乌当,2021/5/12 6:00,18,94,西北风,1,0.2,20210513 060000
贵州>贵阳>花溪,2021/5/12 6:00,18,98,西北风,1,0,20210513 060000
贵州>贵阳>清镇,2021/5/12 6:00,17,94,西北风,1,0,20210513 060000
贵州>贵阳>修文,2021/5/12 6:00,16,94,西南风,1,0,20210513 060000
贵州>贵阳>白云,2021/5/12 6:00,17,94,西北风,1,0,20210513 060000
贵州>贵阳>开阳,2021/5/12 6:00,16,98,西北风,1,0,20210513 060000
贵州>贵阳>清镇,2021/5/12 7:00,17,93,东北风,1,0,20210513 070000
贵州>贵阳>开阳,2021/5/12 7:00,16,98,南风,1,0,20210513 070000
贵州>贵阳>白云,2021/5/12 7:00,17,93,东北风,1,0,20210513 070000
贵州>贵阳>花溪,2021/5/12 7:00,18,98,西北风,1,0,20210513 070000
贵州>贵阳>修文,2021/5/12 7:00,17,95,东南风,1,0,20210513 070000
贵州>贵阳>息烽,2021/5/12 7:00,17,97,西风,1,0,20210513 070000
贵州>贵阳>乌当,2021/5/12 7:00,18,93,西北风,1,0,20210513 070000
贵州>贵阳>白云,2021/5/12 8:00,18,93,东北风,1,0,20210513 080000
贵州>贵阳>开阳,2021/5/12 8:00,17,97,西风,1,0,20210513 080000
贵州>贵阳>息烽,2021/5/12 8:00,18,95,北风,1,0,20210513 080000
贵州>贵阳>修文,2021/5/12 8:00,17,93,东南风,1,0,20210513 080000
贵州>贵阳>乌当,2021/5/12 8:00,19,90,东南风,1,0,20210513 080000
贵州>贵阳>花溪,2021/5/12 8:00,19,95,东风,1,0,20210513 080000
贵州>贵阳>清镇,2021/5/12 8:00,18,93,东北风,1,0,20210513 080000
贵州>贵阳>清镇,2021/5/12 9:00,19,91,东北风,1,0,20210513 090000
贵州>贵阳>息烽,2021/5/12 9:00,18,88,北风,1,0,20210513 090000
贵州>贵阳>开阳,2021/5/12 9:00,18,97,北风,1,0,20210513 090000
贵州>贵阳>白云,2021/5/12 9:00,19,91,东北风,1,0,20210513 090000
贵州>贵阳>修文,2021/5/12 9:00,18,90,东风,1,0,20210513 090000
贵州>贵阳>花溪,2021/5/12 9:00,20,87,西南风,1,0,20210513 090000
贵州>贵阳>乌当,2021/5/12 9:00,20,84,东风,1,0,20210513 090000
贵州>贵阳>清镇,2021/5/12 10:00,20,87,东南风,1,0,20210513 100000
贵州>贵阳>白云,2021/5/12 10:00,20,87,东南风,1,0,20210513 100000
贵州>贵阳>开阳,2021/5/12 10:00,18,96,东北风,2,0,20210513 100000
贵州>贵阳>花溪,2021/5/12 10:00,21,82,西南风,1,0,20210513 100000
贵州>贵阳>修文,2021/5/12 10:00,19,91,东南风,1,0,20210513 100000
贵州>贵阳>息烽,2021/5/12 10:00,19,80,北风,1,0,20210513 100000
贵州>贵阳>乌当,2021/5/12 10:00,22,82,北风,1,0,20210513 100000
贵州>贵阳>花溪,2021/5/12 11:00,22,82,东南风,1,0,20210513 110000
贵州>贵阳>乌当,2021/5/12 11:00,23,73,南风,1,0,20210513 110000
贵州>贵阳>息烽,2021/5/12 11:00,20,79,西北风,1,0,20210513 110000
贵州>贵阳>白云,2021/5/12 11:00,21,80,南风,2,0,20210513 110000
贵州>贵阳>清镇,2021/5/12 11:00,21,80,南风,2,0,20210513 110000
贵州>贵阳>修文,2021/5/12 11:00,20,84,西南风,1,0,20210513 110000
贵州>贵阳>开阳,2021/5/12 11:00,20,90,东南风,2,0,20210513 110000
贵州>贵阳>花溪,2021/5/12 12:00,23,79,南风,2,0,20210513 120000
贵州>贵阳>修文,2021/5/12 12:00,21,82,西南风,1,0,20210513 120000
贵州>贵阳>息烽,2021/5/12 12:00,21,78,西北风,2,0,20210513 120000
贵州>贵阳>乌当,2021/5/12 12:00,25,74,东南风,1,0,20210513 120000
贵州>贵阳>清镇,2021/5/12 12:00,22,80,东南风,2,0,20210513 120000
贵州>贵阳>开阳,2021/5/12 12:00,19,91,北风,2,0,20210513 120000
贵州>贵阳>白云,2021/5/12 12:00,22,80,东南风,2,0,20210513 120000
贵州>贵阳>乌当,2021/5/12 13:00,25,68,南风,2,0,20210513 130000
贵州>贵阳>息烽,2021/5/12 13:00,22,78,北风,2,0,20210513 130000
贵州>贵阳>修文,2021/5/12 13:00,22,75,西南风,2,0,20210513 130000
贵州>贵阳>开阳,2021/5/12 13:00,21,85,北风,2,0,20210513 130000
贵州>贵阳>清镇,2021/5/12 13:00,24,70,南风,2,0,20210513 120000
贵州>贵阳>花溪,2021/5/12 13:00,25,71,南风,2,0,20210513 130000
贵州>贵阳>白云,2021/5/12 13:00,24,70,南风,2,0,20210513 130000
贵州>贵阳>花溪,2021/5/12 14:00,25,65,东南风,2,0,20210513 140000
贵州>贵阳>白云,2021/5/12 14:00,24,65,西南风,1,0,20210513 140000
贵州>贵阳>乌当,2021/5/12 14:00,26,63,西南风,2,0,20210513 140000
贵州>贵阳>开阳,2021/5/12 14:00,21,87,北风,2,0,20210513 140000
贵州>贵阳>息烽,2021/5/12 14:00,23,74,北风,2,0,20210513 140000
贵州>贵阳>修文,2021/5/12 14:00,24,66,西南风,2,0,20210513 140000
贵州>贵阳>清镇,2021/5/12 14:00,24,65,西南风,1,0,20210513 140000
贵州>贵阳>开阳,2021/5/12 15:00,21,87,北风,3,0,20210513 150000
贵州>贵阳>白云,2021/5/12 15:00,25,61,西南风,1,0,20210513 150000
贵州>贵阳>修文,2021/5/12 15:00,25,64,西风,2,0,20210513 150000
贵州>贵阳>清镇,2021/5/12 15:00,25,61,西南风,1,0,20210513 150000
贵州>贵阳>乌当,2021/5/12 15:00,28,63,西南风,2,0,20210513 150000
贵州>贵阳>息烽,2021/5/12 15:00,24,73,西北风,2,0,20210513 150000
贵州>贵阳>花溪,2021/5/12 15:00,27,59,南风,2,0,20210513 150000
贵州>贵阳>息烽,2021/5/12 16:00,24,68,北风,3,0,20210513 160000
贵州>贵阳>花溪,2021/5/12 16:00,27,59,南风,3,0,20210513 160000
贵州>贵阳>开阳,2021/5/12 16:00,21,85,东北风,2,0,20210513 160000
贵州>贵阳>清镇,2021/5/12 16:00,26,59,南风,1,0,20210513 160000
贵州>贵阳>修文,2021/5/12 16:00,26,58,西北风,2,0,20210513 160000
贵州>贵阳>白云,2021/5/12 16:00,26,59,南风,1,0,20210513 160000
贵州>贵阳>乌当,2021/5/12 16:00,28,55,北风,1,0,20210513 160000
贵州>贵阳>白云,2021/5/12 17:00,27,60,南风,1,0,20210513 170000
贵州>贵阳>开阳,2021/5/12 17:00,22,85,东北风,2,0,20210513 170000
贵州>贵阳>乌当,2021/5/12 17:00,28,55,西南风,2,0,20210513 170000
贵州>贵阳>清镇,2021/5/12 17:00,27,60,南风,1,0,20210513 170000
贵州>贵阳>花溪,2021/5/12 17:00,27,54,南风,3,0,20210513 170000
贵州>贵阳>修文,2021/5/12 17:00,26,56,东南风,2,0,20210513 170000
贵州>贵阳>息烽,2021/5/12 17:00,25,69,西北风,2,0,20210513 170000
贵州>贵阳>清镇,2021/5/12 18:00,25,62,东南风,2,0,20210513 180000
贵州>贵阳>息烽,2021/5/12 18:00,23,74,东风,3,0,20210513 180000
贵州>贵阳>开阳,2021/5/12 18:00,21,88,东北风,2,0,20210513 180000
贵州>贵阳>花溪,2021/5/12 18:00,27,56,南风,2,0,20210513 180000
贵州>贵阳>修文,2021/5/12 18:00,24,74,东风,3,0,20210513 180000
贵州>贵阳>乌当,2021/5/12 18:00,27,52,南风,2,0,20210513 180000
贵州>贵阳>白云,2021/5/12 18:00,25,62,东南风,2,0,20210513 180000
贵州>贵阳>息烽,2021/5/12 19:00,22,79,东风,3,0,20210513 190000
贵州>贵阳>开阳,2021/5/12 19:00,20,91,东风,2,0,20210513 190000
贵州>贵阳>清镇,2021/5/12 19:00,24,70,东风,2,0,20210513 190000
贵州>贵阳>修文,2021/5/12 19:00,22,82,东风,3,0,20210513 190000
贵州>贵阳>白云,2021/5/12 19:00,24,70,东风,2,0,20210513 190000
贵州>贵阳>乌当,2021/5/12 19:00,25,74,东北风,3,0,20210513 180000
贵州>贵阳>花溪,2021/5/12 19:00,26,63,东风,1,0,20210513 190000
贵州>贵阳>修文,2021/5/12 20:00,21,88,东风,2,0,20210513 200000
贵州>贵阳>乌当,2021/5/12 20:00,23,81,东北风,2,0,20210513 200000
贵州>贵阳>清镇,2021/5/12 20:00,22,84,东北风,3,0,20210513 200000
贵州>贵阳>开阳,2021/5/12 20:00,20,93,东风,2,0,20210513 200000
贵州>贵阳>花溪,2021/5/12 20:00,25,66,东风,2,0,20210513 200000
贵州>贵阳>白云,2021/5/12 20:00,22,84,东北风,3,0,20210513 200000
贵州>贵阳>息烽,2021/5/12 20:00,22,80,东风,3,0,20210513 200000
贵州>贵阳>乌当,2021/5/12 21:00,22,85,东北风,2,0,20210513 210000
贵州>贵阳>花溪,2021/5/12 21:00,24,71,东风,1,0,20210513 210000
贵州>贵阳>息烽,2021/5/12 21:00,22,82,东南风,2,0,20210513 210000
贵州>贵阳>白云,2021/5/12 21:00,21,88,东北风,3,0,20210513 210000
贵州>贵阳>开阳,2021/5/12 21:00,20,96,东风,2,0,20210513 210000
贵州>贵阳>修文,2021/5/12 21:00,20,90,东风,3,0,20210513 210000
贵州>贵阳>清镇,2021/5/12 21:00,21,88,东北风,3,0,20210513 210000
贵州>贵阳>白云,2021/5/12 22:00,20,92,东北风,3,0.1,20210513 220000
贵州>贵阳>开阳,2021/5/12 22:00,20,95,东风,3,0,20210513 220000
